company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_value,nb_points_of_observations,pillar,Industry,year,metric_value_scaled,metric_value_log,standard_metric
GSK plc,4295895781,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Aurobindo Pharma Ltd,4295872481,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
China Shineway Pharmaceutical Group Ltd,4295872000,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
China Shineway Pharmaceutical Group Ltd,4295872000,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Supply_Chain_Integrity
Aurobindo Pharma Ltd,4295872481,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2024,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
China Shineway Pharmaceutical Group Ltd,4295872000,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Supply_Chain_Integrity
Aurobindo Pharma Ltd,4295872481,quantitative,CALCULATED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Supply_Chain_Integrity
Aurobindo Pharma Ltd,4295872481,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Supply_Chain_Integrity
China Shineway Pharmaceutical Group Ltd,4295872000,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
GSK plc,4295895781,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
GSK plc,4295895781,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Aurobindo Pharma Ltd,4295872481,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Supply_Chain_Integrity
China Shineway Pharmaceutical Group Ltd,4295872000,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
China Shineway Pharmaceutical Group Ltd,4295872000,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,376,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Supply_Chain_Integrity
Novo Nordisk A/S,4295865996,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,373,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Novo Nordisk A/S,4295865996,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,373,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Novo Nordisk A/S,4295865996,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,373,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Novo Nordisk A/S,4295865996,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,373,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Novo Nordisk A/S,4295865996,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,373,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Novo Nordisk A/S,4295865996,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,373,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Biocon Ltd,4295873833,quantitative,CALCULATED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,372,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Supply_Chain_Integrity
Biocon Ltd,4295873833,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,372,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Biocon Ltd,4295873833,quantitative,CALCULATED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,372,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.0,0.0,Supply_Chain_Integrity
Biocon Ltd,4295873833,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,372,S_opportunity,Biotechnology & Pharmaceuticals,2024,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Biocon Ltd,4295873833,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,372,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Supply_Chain_Integrity
Biocon Ltd,4295873833,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,372,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Supply_Chain_Integrity
Biocon Ltd,4295873833,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,372,S_opportunity,Biotechnology & Pharmaceuticals,2024,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Biocon Ltd,4295873833,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,372,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Glenmark Pharmaceuticals Ltd,4295873669,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Perrigo Company PLC,5040203322,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Siegfried Holding AG,5000066884,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Siegfried Holding AG,5000066884,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Perrigo Company PLC,5040203322,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Perrigo Company PLC,5040203322,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Perrigo Company PLC,5040203322,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Siegfried Holding AG,5000066884,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Glenmark Pharmaceuticals Ltd,4295873669,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Perrigo Company PLC,5040203322,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Perrigo Company PLC,5040203322,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Siegfried Holding AG,5000066884,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Glenmark Pharmaceuticals Ltd,4295873669,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Siegfried Holding AG,5000066884,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Supply_Chain_Integrity
Glenmark Pharmaceuticals Ltd,4295873669,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,371,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
China Traditional Chinese Medicine Holdings Co Ltd,4295871008,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Eisai Co Ltd,4295876894,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2024,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Eisai Co Ltd,4295876894,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Eisai Co Ltd,4295876894,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
China Traditional Chinese Medicine Holdings Co Ltd,4295871008,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Supply_Chain_Integrity
China Traditional Chinese Medicine Holdings Co Ltd,4295871008,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Supply_Chain_Integrity
Eisai Co Ltd,4295876894,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
China Traditional Chinese Medicine Holdings Co Ltd,4295871008,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Supply_Chain_Integrity
China Traditional Chinese Medicine Holdings Co Ltd,4295871008,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.0,0.0,Supply_Chain_Integrity
China Traditional Chinese Medicine Holdings Co Ltd,4295871008,quantitative,CALCULATED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Supply_Chain_Integrity
China Traditional Chinese Medicine Holdings Co Ltd,4295871008,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,370,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Supply_Chain_Integrity
CSPC Pharmaceutical Group Ltd,4295870962,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Supply_Chain_Integrity
Charles River Laboratories International Inc,4295900986,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Charles River Laboratories International Inc,4295900986,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Charles River Laboratories International Inc,4295900986,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
CSPC Pharmaceutical Group Ltd,4295870962,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Supply_Chain_Integrity
Charles River Laboratories International Inc,4295900986,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
CSPC Pharmaceutical Group Ltd,4295870962,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.0,0.0,Supply_Chain_Integrity
CSPC Pharmaceutical Group Ltd,4295870962,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
CSPC Pharmaceutical Group Ltd,4295870962,quantitative,CALCULATED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Supply_Chain_Integrity
Charles River Laboratories International Inc,4295900986,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
CSPC Pharmaceutical Group Ltd,4295870962,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Supply_Chain_Integrity
Charles River Laboratories International Inc,4295900986,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,368,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Ucb SA,4295859381,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,367,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
CSL Ltd,4295856855,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,367,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
CSL Ltd,4295856855,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,367,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Supply_Chain_Integrity
CSL Ltd,4295856855,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,367,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
CSL Ltd,4295856855,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,367,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
CSL Ltd,4295856855,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,367,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.0,0.0,Supply_Chain_Integrity
Ucb SA,4295859381,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,367,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Ucb SA,4295859381,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,367,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Ucb SA,4295859381,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,367,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Lupin Ltd,4295873497,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,366,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Lupin Ltd,4295873497,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,366,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Lupin Ltd,4295873497,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,366,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Lupin Ltd,4295873497,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,366,S_opportunity,Biotechnology & Pharmaceuticals,2024,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Lupin Ltd,4295873497,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,366,S_opportunity,Biotechnology & Pharmaceuticals,2024,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Grifols SA,4295889506,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,365,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.0,0.0,Supply_Chain_Integrity
Grifols SA,4295889506,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,365,S_opportunity,Biotechnology & Pharmaceuticals,2020,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Grifols SA,4295889506,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,365,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.0,0.0,Supply_Chain_Integrity
Grifols SA,4295889506,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,365,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Grifols SA,4295889506,quantitative,REPORTED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,1.0,365,S_opportunity,Biotechnology & Pharmaceuticals,2022,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Grifols SA,4295889506,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,1.0,365,S_opportunity,Biotechnology & Pharmaceuticals,2023,0.4149377593360995,0.6931471805599453,Supply_Chain_Integrity
Sino Biopharmaceutical Ltd,4295871031,quantitative,CALCULATED,Does the company report or show to use human rights criteria in the selection or monitoring process of its suppliers or sourcing partners?,HUMAN_RIGHTS_CONTRACTOR,0.0,363,S_opportunity,Biotechnology & Pharmaceuticals,2019,0.0,0.0,Supply_Chain_Integrity
Divi's Laboratories Ltd,4295872463,quantitative,REPORTED,Does the company have a due diligence process in place to prevent/ act upon human right abuses? Both in its operations and suppliers’ operations?,HUMAN_RIGHTS_POLICY_DUEDILIGENCE,0.0,363,S_opportunity,Biotechnology & Pharmaceuticals,2021,0.0,0.0,Supply_Chain_Integrity
