company_name|perm_id|data_type|disclosure|metric_description|metric_name|metric_value|nb_points_of_observations|pillar|Industry|year|metric_value_scaled|metric_value_log
STMicroelectronics NV|4295867372|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|412|G_risk|Semiconductors|2020|0.004|0.6931471805599453
STMicroelectronics NV|4295867372|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|412|G_risk|Semiconductors|2021|0.4|4.61512051684126
STMicroelectronics NV|4295867372|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|412|G_risk|Semiconductors|2020|0.4|4.61512051684126
STMicroelectronics NV|4295867372|int|REPORTED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|412|G_risk|Semiconductors|2021|0.0|0.0
STMicroelectronics NV|4295867372|int|CALCULATED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|412|G_risk|Semiconductors|2019|0.0|0.0
STMicroelectronics NV|4295867372|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|412|G_risk|Semiconductors|2019|0.004|0.6931471805599453
STMicroelectronics NV|4295867372|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|412|G_risk|Semiconductors|2022|0.4|4.61512051684126
STMicroelectronics NV|4295867372|int|CALCULATED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|412|G_risk|Semiconductors|2020|0.0|0.0
STMicroelectronics NV|4295867372|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|412|G_risk|Semiconductors|2022|0.004|0.6931471805599453
Takeda Pharmaceutical Co Ltd|4295877353|int|CALCULATED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|408|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|int|CALCULATED|Has the company reduced or eliminated cumulative voting in regard to the election of board members?|ELIMINATION_CUM_VOTING_RIGHTS|0.0|408|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2020|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|int|REPORTED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|408|G_risk|Biotechnology & Pharmaceuticals|2021|0.0|0.0
Takeda Pharmaceutical Co Ltd|4295877353|int|REPORTED|Has the company reduced or eliminated cumulative voting in regard to the election of board members?|ELIMINATION_CUM_VOTING_RIGHTS|0.0|408|G_risk|Biotechnology & Pharmaceuticals|2021|0.0|0.0
Takeda Pharmaceutical Co Ltd|4295877353|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|408|G_risk|Biotechnology & Pharmaceuticals|2019|0.004|0.6931471805599453
Takeda Pharmaceutical Co Ltd|4295877353|int|CALCULATED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|408|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2021|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|All non-audit fees divided by the audit and audit-related fees paid to the group auditor.|ANALYTICNONAUDITAUDITFEESRATIO|0.0|408|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2020|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|408|G_risk|Biotechnology & Pharmaceuticals|2019|0.004|0.6931471805599453
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|408|G_risk|Biotechnology & Pharmaceuticals|2023|0.004|0.6931471805599453
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2021|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|int|CALCULATED|Has the company reduced or eliminated cumulative voting in regard to the election of board members?|ELIMINATION_CUM_VOTING_RIGHTS|0.0|408|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2024|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|408|G_risk|Biotechnology & Pharmaceuticals|2021|0.004|0.6931471805599453
Takeda Pharmaceutical Co Ltd|4295877353|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|408|G_risk|Biotechnology & Pharmaceuticals|2024|0.4|4.61512051684126
Takeda Pharmaceutical Co Ltd|4295877353|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|408|G_risk|Biotechnology & Pharmaceuticals|2020|0.004|0.6931471805599453
United Microelectronics Corp|4295891102|int|REPORTED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|406|G_risk|Semiconductors|2020|0.0|0.0
United Microelectronics Corp|4295891102|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|406|G_risk|Semiconductors|2021|0.004|0.6931471805599453
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2018|0.4|4.61512051684126
United Microelectronics Corp|4295891102|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|406|G_risk|Semiconductors|2019|0.004|0.6931471805599453
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2022|0.4|4.61512051684126
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2023|0.4|4.61512051684126
United Microelectronics Corp|4295891102|float|REPORTED|All non-audit fees divided by the audit and audit-related fees paid to the group auditor.|ANALYTICNONAUDITAUDITFEESRATIO|0.02|406|G_risk|Semiconductors|2019|8e-05|0.0198026272961797
United Microelectronics Corp|4295891102|int|REPORTED|Has the company reduced or eliminated cumulative voting in regard to the election of board members?|ELIMINATION_CUM_VOTING_RIGHTS|0.0|406|G_risk|Semiconductors|2020|0.0|0.0
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2018|0.4|4.61512051684126
United Microelectronics Corp|4295891102|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|406|G_risk|Semiconductors|2023|0.004|0.6931471805599453
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2021|0.4|4.61512051684126
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2021|0.4|4.61512051684126
United Microelectronics Corp|4295891102|int|CALCULATED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|406|G_risk|Semiconductors|2019|0.0|0.0
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2016|0.4|4.61512051684126
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2019|0.4|4.61512051684126
United Microelectronics Corp|4295891102|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|406|G_risk|Semiconductors|2019|0.004|0.6931471805599453
United Microelectronics Corp|4295891102|int|REPORTED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|406|G_risk|Semiconductors|2020|0.0|0.0
United Microelectronics Corp|4295891102|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|406|G_risk|Semiconductors|2020|0.004|0.6931471805599453
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2017|0.4|4.61512051684126
United Microelectronics Corp|4295891102|int|CALCULATED|Has the company reduced or eliminated cumulative voting in regard to the election of board members?|ELIMINATION_CUM_VOTING_RIGHTS|0.0|406|G_risk|Semiconductors|2019|0.0|0.0
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2019|0.4|4.61512051684126
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2017|0.4|4.61512051684126
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2023|0.4|4.61512051684126
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2016|0.4|4.61512051684126
United Microelectronics Corp|4295891102|int|CALCULATED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|406|G_risk|Semiconductors|2019|0.0|0.0
United Microelectronics Corp|4295891102|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|406|G_risk|Semiconductors|2022|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|int|CALCULATED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|405|G_risk|Semiconductors|2019|0.0|0.0
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2022|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2017|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2021|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|int|REPORTED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|405|G_risk|Semiconductors|2020|0.0|0.0
Winbond Electronics Corp|4295891506|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|405|G_risk|Semiconductors|2022|0.004|0.6931471805599453
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|80.0|405|G_risk|Biotechnology & Pharmaceuticals|2019|0.32|4.394449154672439
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|405|G_risk|Biotechnology & Pharmaceuticals|2020|0.004|0.6931471805599453
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2021|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2019|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|405|G_risk|Biotechnology & Pharmaceuticals|2022|0.004|0.6931471805599453
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2016|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2019|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|int|REPORTED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|405|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2018|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2018|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|405|G_risk|Biotechnology & Pharmaceuticals|2021|0.004|0.6931471805599453
Winbond Electronics Corp|4295891506|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|405|G_risk|Semiconductors|2020|0.004|0.6931471805599453
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|405|G_risk|Biotechnology & Pharmaceuticals|2023|0.004|0.6931471805599453
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|int|CALCULATED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|405|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Winbond Electronics Corp|4295891506|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|405|G_risk|Semiconductors|2021|0.004|0.6931471805599453
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2023|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|405|G_risk|Biotechnology & Pharmaceuticals|2021|0.004|0.6931471805599453
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2022|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2023|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|405|G_risk|Semiconductors|2021|0.004|0.6931471805599453
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2022|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2019|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|int|REPORTED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|405|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2021|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|int|CALCULATED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|405|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
Winbond Electronics Corp|4295891506|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|405|G_risk|Semiconductors|2023|0.004|0.6931471805599453
Winbond Electronics Corp|4295891506|int|REPORTED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|405|G_risk|Semiconductors|2020|0.0|0.0
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2017|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2018|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|float|REPORTED|All non-audit fees divided by the audit and audit-related fees paid to the group auditor.|ANALYTICNONAUDITAUDITFEESRATIO|0.11|405|G_risk|Semiconductors|2019|0.00044|0.1043600153242427
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2020|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|405|G_risk|Semiconductors|2019|0.004|0.6931471805599453
Winbond Electronics Corp|4295891506|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|100.0|405|G_risk|Semiconductors|2016|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2017|0.4|4.61512051684126
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2020|0.4|4.61512051684126
Winbond Electronics Corp|4295891506|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|405|G_risk|Semiconductors|2020|0.004|0.6931471805599453
Winbond Electronics Corp|4295891506|int|CALCULATED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|405|G_risk|Semiconductors|2019|0.0|0.0
Shanghai Fosun Pharmaceutical Group Co Ltd|4295863746|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|405|G_risk|Biotechnology & Pharmaceuticals|2021|0.4|4.61512051684126
Astellas Pharma Inc|4295876965|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|403|G_risk|Biotechnology & Pharmaceuticals|2019|0.4|4.61512051684126
Advantest Corp|4295878485|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|403|G_risk|Semiconductors|2024|0.4|4.61512051684126
ON Semiconductor Corp|4295916023|int|CALCULATED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|403|G_risk|Semiconductors|2019|0.0|0.0
Advantest Corp|4295878485|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|403|G_risk|Semiconductors|2022|0.4|4.61512051684126
Astellas Pharma Inc|4295876965|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|403|G_risk|Biotechnology & Pharmaceuticals|2023|0.004|0.6931471805599453
Advantest Corp|4295878485|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|403|G_risk|Semiconductors|2021|0.004|0.6931471805599453
Astellas Pharma Inc|4295876965|int|REPORTED|Has the company limited the rights of shareholders to call special meetings?|CALL_MEETINGS_LIMITED_RIGHTS|0.0|403|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Astellas Pharma Inc|4295876965|int|CALCULATED|Has the company reduced or eliminated cumulative voting in regard to the election of board members?|ELIMINATION_CUM_VOTING_RIGHTS|0.0|403|G_risk|Biotechnology & Pharmaceuticals|2019|0.0|0.0
ON Semiconductor Corp|4295916023|int|CALCULATED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|403|G_risk|Semiconductors|2019|0.0|0.0
Astellas Pharma Inc|4295876965|int|CALCULATED|Has the company reduced or eliminated cumulative voting in regard to the election of board members?|ELIMINATION_CUM_VOTING_RIGHTS|0.0|403|G_risk|Biotechnology & Pharmaceuticals|2020|0.0|0.0
Advantest Corp|4295878485|int|CALCULATED|Has the company reduced or eliminated cumulative voting in regard to the election of board members?|ELIMINATION_CUM_VOTING_RIGHTS|0.0|403|G_risk|Semiconductors|2019|0.0|0.0
Advantest Corp|4295878485|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|403|G_risk|Semiconductors|2019|0.004|0.6931471805599453
ON Semiconductor Corp|4295916023|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|403|G_risk|Semiconductors|2022|0.4|4.61512051684126
ON Semiconductor Corp|4295916023|int|REPORTED|Has the company reduced or eliminated cumulative voting in regard to the election of board members?|ELIMINATION_CUM_VOTING_RIGHTS|0.0|403|G_risk|Semiconductors|2020|0.0|0.0
ON Semiconductor Corp|4295916023|int|REPORTED|Does the company have an external auditor of its CSR/H&S/Sustainability report?|CSR_REPORTING_EXTERNAL_AUDIT|1.0|403|G_risk|Semiconductors|2019|0.004|0.6931471805599453
Advantest Corp|4295878485|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|403|G_risk|Semiconductors|2019|0.4|4.61512051684126
Advantest Corp|4295878485|int|CALCULATED|The number of anti-takeover devices in place in excess of two.|ANALYTIC_ANTI_TAKEOVER_DEVICES|0.0|403|G_risk|Semiconductors|2020|0.0|0.0
ON Semiconductor Corp|4295916023|int|REPORTED|Is the company's CSR report published in accordance with the GRI guidelines?|CSR_REPORTINGGRI|1.0|403|G_risk|Semiconductors|2019|0.004|0.6931471805599453
Astellas Pharma Inc|4295876965|float|REPORTED|Percentage of non-executive board members on the audit committee as stipulated by the company.|AUDITCOMMNONEXECMEMBERS|100.0|403|G_risk|Biotechnology & Pharmaceuticals|2023|0.4|4.61512051684126
Astellas Pharma Inc|4295876965|float|REPORTED|Percentage of non-executive board members on the compensation committee as stipulated by the company.|COMPCOMMNONEXECMEMBERS|80.0|403|G_risk|Biotechnology & Pharmaceuticals|2022|0.32|4.394449154672439
