company_name,perm_id,data_type,disclosure,metric_description,metric_name,metric_unit,metric_value,nb_points_of_observations,pillar,Industry,year,metric_value_scaled,metric_value_log
Citius Pharmaceuticals Inc,5001218237,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,154,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Aerovate Therapeutics Inc,5073109516,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,154,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Aerovate Therapeutics Inc,5073109516,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,154,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Singular Genomics Systems Inc,5059153058,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,154,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Singular Genomics Systems Inc,5059153058,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,154,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Citius Pharmaceuticals Inc,5001218237,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,154,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Acumen Pharmaceuticals Inc,4296014538,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,153,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Acumen Pharmaceuticals Inc,4296014538,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,153,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Corvus Pharmaceuticals Inc,5044197894,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,152,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Corvus Pharmaceuticals Inc,5044197894,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,152,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Corvus Pharmaceuticals Inc,5044197894,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,152,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Corvus Pharmaceuticals Inc,5044197894,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,152,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Werewolf Therapeutics Inc,5067952090,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,151,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Werewolf Therapeutics Inc,5067952090,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,151,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Werewolf Therapeutics Inc,5067952090,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,151,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Werewolf Therapeutics Inc,5067952090,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,151,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
AnGes Inc,4295876807,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,150,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
AnGes Inc,4295876807,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,150,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
AnGes Inc,4295876807,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,150,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Larimar Therapeutics Inc,4296190853,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,150,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Larimar Therapeutics Inc,4296190853,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,150,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Design Therapeutics Inc,5071512585,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,148,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Sana Biotechnology Inc,5067499873,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,148,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Sana Biotechnology Inc,5067499873,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,148,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Sana Biotechnology Inc,5067499873,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,148,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Sana Biotechnology Inc,5067499873,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,148,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Design Therapeutics Inc,5071512585,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,148,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Nuvation Bio Inc,5074742864,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,147,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Formycon AG,5037846418,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Advanz Pharma Corp Ltd,5073343758,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Century Therapeutics Inc,5070761830,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,147,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Nuvation Bio Inc,5074742864,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Formycon AG,5037846418,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Nuvation Bio Inc,5074742864,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Advanz Pharma Corp Ltd,5073343758,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Formycon AG,5037846418,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Century Therapeutics Inc,5070761830,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,147,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Nuvation Bio Inc,5074742864,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Formycon AG,5037846418,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0
Advanz Pharma Corp Ltd,5073343758,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,147,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Suven Pharmaceuticals Ltd,5067941170,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
CohBar Inc,5037441109,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Suven Pharmaceuticals Ltd,5067941170,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
CohBar Inc,5037441109,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Arena Pharmaceuticals Inc,4295900428,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
CohBar Inc,5037441109,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,146,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Arena Pharmaceuticals Inc,4295900428,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Suven Pharmaceuticals Ltd,5067941170,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,146,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
iNtRON Biotechnology Inc,5000593477,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Nymox Pharmaceutical Corp,5052544527,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Ouro Fino Saude Animal Participacoes SA,5043460110,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
iNtRON Biotechnology Inc,5000593477,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Nymox Pharmaceutical Corp,5052544527,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Ouro Fino Saude Animal Participacoes SA,5043460110,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
iNtRON Biotechnology Inc,5000593477,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Synmosa Biopharma Corp,4295892235,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,145,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Ouro Fino Saude Animal Participacoes SA,5043460110,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,145,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
China Chemical & Pharmaceutical Co Ltd,4295891334,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Humanigen Inc,4297292034,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Olema Pharmaceuticals Inc,5035547611,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
YungShin Global Holding Corp,5035905365,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Prometheus Biosciences Inc,5057940357,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Olema Pharmaceuticals Inc,5035547611,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Edgewise Therapeutics Inc,5071163582,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,144,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
ContraFect Corp,5001150224,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
PhaseBio Pharmaceuticals Inc,5035400506,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
I-Mab,5055417724,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
PhaseBio Pharmaceuticals Inc,5035400506,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Magenta Therapeutics Inc,5052528282,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
ContraFect Corp,5001150224,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
I-Mab,5055417724,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Magenta Therapeutics Inc,5052528282,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Magenta Therapeutics Inc,5052528282,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
ContraFect Corp,5001150224,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
ContraFect Corp,5001150224,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,143,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
PhaseBio Pharmaceuticals Inc,5035400506,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,143,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Shanghai Haohai Biological Technology Co Ltd,5037587864,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,142,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Kaleido Biosciences Inc,5051609503,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Kaleido Biosciences Inc,5051609503,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
SanBio Co Ltd,5045504969,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
SanBio Co Ltd,5045504969,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Kaleido Biosciences Inc,5051609503,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
SanBio Co Ltd,5045504969,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,142,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Vera Therapeutics Inc,5079115565,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,141,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Vera Therapeutics Inc,5079115565,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,141,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Vera Therapeutics Inc,5079115565,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,141,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Vera Therapeutics Inc,5079115565,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,141,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Sawai Pharmaceutical Co Ltd,4295879299,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,140,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Sawai Pharmaceutical Co Ltd,4295879299,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,140,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Erasca Inc,5067176358,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,140,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Repare Therapeutics Inc,5056409976,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,140,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Erasca Inc,5067176358,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,140,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Erasca Inc,5067176358,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,140,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Repare Therapeutics Inc,5056409976,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,140,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Sawai Pharmaceutical Co Ltd,4295879299,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,140,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Erasca Inc,5067176358,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,140,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Erasca Inc,5067176358,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,140,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Nabriva Therapeutics PLC,5055466588,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,138,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Nabriva Therapeutics PLC,5055466588,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,138,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Nabriva Therapeutics PLC,5055466588,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,138,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0
Nabriva Therapeutics PLC,5055466588,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,138,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Icosavax Inc,5071500169,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,137,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0
Tricida Inc,5041066023,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,137,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Tricida Inc,5041066023,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,137,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
9 Meters Biopharma Inc,5037627414,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,137,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Tricida Inc,5041066023,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,137,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Cerevel Therapeutics Holdings Inc,5078356542,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,137,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Icosavax Inc,5071500169,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,137,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Oncorus Inc,5050715269,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,137,S_risk,Biotechnology & Pharmaceuticals,2021,0.4,0.6931471805599453
Cerevel Therapeutics Holdings Inc,5078356542,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,137,S_risk,Biotechnology & Pharmaceuticals,2022,0.4,0.6931471805599453
Cerevel Therapeutics Holdings Inc,5078356542,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,137,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Icosavax Inc,5071500169,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,137,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Icosavax Inc,5071500169,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,137,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Tenaya Therapeutics Inc,5052537650,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,136,S_risk,Biotechnology & Pharmaceuticals,2022,0.0,0.0
Graphite Bio Inc,5076089527,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,136,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Graphite Bio Inc,5076089527,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,136,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Graphite Bio Inc,5076089527,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,136,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Tenaya Therapeutics Inc,5052537650,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,136,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
Graphite Bio Inc,5076089527,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,1.0,136,S_risk,Biotechnology & Pharmaceuticals,2023,0.4,0.6931471805599453
Tenaya Therapeutics Inc,5052537650,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,136,S_risk,Biotechnology & Pharmaceuticals,2020,0.0,0.0
Tenaya Therapeutics Inc,5052537650,int,CALCULATED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,136,S_risk,Biotechnology & Pharmaceuticals,2019,0.0,0.0
Oyster Point Pharma Inc,5050914678,int,REPORTED,Does the company have a policy regarding the gender diversity of its board?,POLICY_BOARD_DIVERSITY,Yes/No,0.0,135,S_risk,Biotechnology & Pharmaceuticals,2021,0.0,0.0
